Input_SMILES,SMILES,Linkers,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score
NC(CCC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NCCc1ccc2ccccc2c1)Cc1ccc(O)cc1,CC1CC(c2ccc3ccccc3c2)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)CCC(c2ccc(O)cc2)N1,*CC(*)C,643.8370000000004,2.814200000000003,8,6,219.26,10,,High,Low,Low,Moderate,No,2,0.09303609929903224,95
C(=O)C(CCN=C(N)N)NC(=O)C(NC(=O)C(Cc1cccc(Cl)c1)NCCOc1ccccc1)C(C)C,CC1CC(=O)C(CCN=C(N)N)NC(=O)C(C(C)C)NC(=O)C(c2cccc(Cl)c2)NCCc2ccccc21,*CC(*)C,555.1230000000003,2.578800000000003,5,5,151.7,5,,High,Low,Low,Moderate,No,1,0.2828423602264032,135
c1ccc(NC(=O)Nc2c(C)noc2C)cc1C(=O)N(CC(C)CCN(C)C(=O)Nc1c(C)noc1C)C(C)CO,Cc1noc(C)c1C(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)c1c(C)noc1C)CC#CC2,*CC#CC*,589.6930000000001,3.945680000000003,2,8,142.01,7,,High,High,Low,Moderate,No,1,0.3948318664675816,120
CCC=CCCCCc1ccc(C=C2N=CC=C2OC)[nH]1,C=C1CCCC=CCCCc2ccc([nH]2)C=C2N=C1C=C2OC,*CC(*)=C,308.42500000000007,4.959500000000005,1,2,37.379999999999995,1,,High,Low,Low,High,No,0,0.7315119669768947,215
CCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1ccc2ccccc2c1)NC=O)C(N)=O,N=C(N)NCCCC1NC(=O)C(c2ccc3ccccc3c2)NC(=O)C#CCCCCCCCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC1=O,*C#CCCCC*,733.8740000000004,2.801770000000003,9,6,237.17999999999998,7,,High,Low,Low,Moderate,No,2,0.05954550668449391,105
Nc1cc(O)c(OC)c(C=C(C)CC(OC)C(OC(=O)CCN)C(C)C=C(C)C(OC(N)=O)COC)c1O,CC#CC1NCCC(=O)OC(C(CC(C)c2c(O)c(N)cc(O)c2OC)OC)C(C)C=C(C)C(OC(N)=O)C1OC,*C(*)C#CC,577.6750000000003,2.555500000000001,5,11,184.82,8,,High,Low,Moderate,Moderate,No,2,0.07635929921734114,105
NC(CCCNC(=N)N)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CSS)C(N)=O)C(C)O,C#CCC1SSCC(C)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC1=O,*C(=O)C(*)CC#C,729.9269999999999,-2.595629999999997,11,11,276.96,9,,Low,Low,Moderate,Moderate,No,3,0.03836049135262564,45
C=CCCOC(=O)c1c(O)cc(O)c(Cl)c1C,O=C1C=CC=CCCOC(=O)c2c(O)cc(O)c(Cl)c2CC1,*C=CC(=O)C*,322.7440000000001,2.9258000000000006,2,5,83.83000000000001,0,,High,Low,Low,High,No,0,0.717429345956923,215
N1CCCC1C(=O)NC(CCCC)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)=P(O)O,CCCCC1NC(=O)C2CCCN2CCC(Cl)OCC(C(=O)NC(CO)C(=O)N2CCCC2C(=O)NC(=S)c2ccccc2)NC1=O,*CCC(*)Cl,693.2670000000002,0.5558000000000068,5,9,169.41,9,,Low,Low,Low,Moderate,No,1,0.18340994842370056,115
C(=O)NC(CC(=O)O)C(=O)Nc1nc(CC(=O)NC(C(=O)N(C)CCCCNC(=N)N)C(C)C)cs1,CC(C)C1NC(=O)Cc2csc(n2)C(=O)C(CC(=O)O)NC(=O)CCCCCC(CCCNC(=N)N)N(C)C1=O,*CCCCC*,579.7240000000003,1.0229700000000033,6,8,207.67000000000002,7,,Low,Low,Low,Moderate,No,2,0.1545536342001062,105
CC(=O)NCCCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1ccccc1)NC=O)C(N)=O,CC1=CC(=O)NC(c2ccccc2)C(=O)NC(c2c[nH]c3ccccc23)C(=O)NC(CCCNC(N)=O)C(=O)NC(C(N)=O)CCCCNC(=O)C1,*C=C(*)C,715.8119999999998,0.7226000000000046,9,7,259.5,7,,Low,Low,Low,Moderate,No,2,0.15826895221727497,95
C(OC(N)=O)C(C=CC=C(C)C(=O)Nc1cc(O)c(N=CC=C)c(CC(C)CC(OC)COC)c1O)OC,C=CC=Nc1c(O)cc2c(c1O)C(C)CC(OC)C(OC)C=C=CC(OC(N)=O)C(OC)C=CC=C(C)C(=O)N2,*C=C=C*,555.6280000000002,4.154500000000001,4,9,161.93,6,,High,High,Low,Moderate,Yes,1,0.30050330325959823,100
CC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(N)=O)C(C)O,CC(C)CC(NC(=O)C(NC(=O)C1CC(=O)OC(C)CNC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)N1)C(C)O)C(=O)NCC(N)=O,*CC(*)C,741.8480000000001,-4.964530000000014,12,12,338.15,14,,Low,Low,Moderate,Moderate,No,3,0.034401713502069164,35
C(=O)Nc1cc(O)c(N=CCN(C)C)c(CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(O)=NN)COC)c1O,COC1CCCC(=O)Nc2cc(O)c(N=CCN(C)C)c(c2O)C(C)CC(OC)C(O)C(C)C=C(C)C1OC(O)=NN,*CCC*,593.7220000000003,3.123900000000001,6,11,191.69000000000003,6,,High,High,Moderate,Moderate,Yes,3,0.05430647995265753,50
CCCc1ccc(C=C2N=C(c3ccc(CC)[nH]3)C=C2CC)[nH]1,CCc1cc2nc(n1)-c1ccc([nH]1)CCCCC(=O)NCCCc1ccc-2[nH]1,*CC(=O)N*,377.49200000000013,3.804400000000002,3,3,86.46000000000001,1,,High,Low,Low,High,No,0,0.602699251655072,215
C(C)CC(OC)C1OC(O)(C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)C=CC2CCC(O)C(OC)C2)C(C)C(O)CC(=O)CCC=C)C(C)CC1OC,C=CCC1C(=O)CC(O)C(C)C(C(C)C=CC2CCC(O)C(OC)C2)OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(C(OC)CC(C)CNC1C)C(OC)CC2C,*CNC(*)C,821.0620000000002,3.526700000000007,4,13,190.38999999999996,8,,High,High,Moderate,Moderate,No,2,0.1583446664300822,80
C(=O)NCCN(CC(N)=O)C(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC=O,NC(=O)CN1CCNC(=O)CCC=C=CC(=O)NC(c2ccccc2)C(=O)NC(c2ccccc2)C(=O)NC(CCCN=C(N)N)C(=O)NC(c2c[nH]c3ccccc23)C1=O,*C=C=CCC*,831.9349999999996,0.5138000000000066,9,8,289.09,9,,Low,Low,Moderate,Moderate,No,2,0.04911234095888874,85
CCC(C)OC(=O)c1c(O)cc(O)c(Cl)c1CC(=O)C,CC1CCC2(CCC(=O)Cc3c(Cl)c(O)cc(O)c3C(=O)O1)CC2=O,*CC1(*)CC1=O,366.79700000000014,2.941300000000002,2,6,100.9,0,,High,Low,Low,High,No,0,0.6844492814115438,215
SSCC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCNC(=N)N)C(C)O)C(N)=O,CC(C)CC1NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)C(=O)C(C)SSCC(C(N)=O)NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)O)NC1=O,*C(=O)C(*)C,864.0179999999999,-5.710430000000012,14,15,400.4399999999999,13,,Low,Low,Moderate,Moderate,No,3,0.026970335684157243,35
